scene;step;sensor;robot;measure_x;measure_y;robot_x;robot_y
0;5;1;0;-31.361198711165116;152.85350933279253;-49.8206275562316;119.45612106663091
0;5;2;1;587.7369381395707;246.23884853019078;604.7964320066545;245.47985737349734
0;5;3;1;604.3510183720344;265.42536280453845;604.7964320066545;245.47985737349734
0;5;4;1;595.5129705662049;218.20502803086055;604.7964320066545;245.47985737349734
0;5;5;1;622.3302184170382;271.3006839409087;604.7964320066545;245.47985737349734
0;5;6;2;-36.960998547324984;308.8230233429822;-27.22465448820678;322.057179276617
0;5;7;2;-13.091994980208522;339.1001211907386;-27.22465448820678;322.057179276617
0;5;8;2;-45.35730652812242;337.3977578238739;-27.22465448820678;322.057179276617
0;5;9;3;236.54552748907838;24.292266573339152;259.4733668107347;9.434582666952188
0;5;10;3;238.3488789143717;11.818424649673567;259.4733668107347;9.434582666952188
0;5;11;3;271.47349062507476;-20.1068287646179;259.4733668107347;9.434582666952188
0;5;12;4;-108.76048129691296;-17.71210862548282;-94.05815726044892;-37.57212928591173
0;5;13;4;-101.29600391592201;-55.6435533431204;-94.05815726044892;-37.57212928591173
0;5;14;4;-73.05685467397012;-41.22205313471786;-94.05815726044892;-37.57212928591173
0;6;0;0;-65.22191604549121;102.86553903725067;-88.64067266231503;129.09998429469712
0;6;1;0;-74.1878784412167;154.4100883294475;-88.64067266231503;129.09998429469712
0;6;2;1;609.0079609256662;266.04312023747275;641.5767447643815;261.20272585999714
0;6;3;1;652.8063347009862;284.91063380265786;641.5767447643815;261.20272585999714
0;6;4;1;623.2283230989755;236.8901265558647;641.5767447643815;261.20272585999714
0;6;5;1;659.3939833770828;275.13815324263527;641.5767447643815;261.20272585999714
0;6;6;2;-55.45147412639104;353.5359159655684;-47.197576545264894;356.7138147812746
0;6;7;2;-24.95277534329432;368.99964745243966;-47.197576545264894;356.7138147812746
0;6;8;2;-54.656345629442185;371.8546433108189;-47.197576545264894;356.7138147812746
0;6;9;3;263.33978388895434;-5.875386860648979;282.26220953440026;-23.438942354195785
0;6;10;3;260.6605581773383;-22.51878435350094;282.26220953440026;-23.438942354195785
0;6;11;3;304.1885870574406;-39.95527303799058;282.26220953440026;-23.438942354195785
0;6;12;4;-147.56164887380388;-50.30623732526894;-124.24446257824286;-63.81688059471493
0;6;13;4;-136.92113934654535;-87.39860308383926;-124.24446257824286;-63.81688059471493
0;6;14;4;-98.44817914963706;-76.96744079156929;-124.24446257824286;-63.81688059471493
0;7;0;0;-112.12132146444982;122.6710965630332;-127.46071776839842;138.74384752276345
0;7;1;0;-112.023712249831;169.00361412451952;-127.46071776839842;138.74384752276345
0;7;2;1;644.5430852436696;277.48008390127177;678.3570575221084;276.92559434649695
0;7;3;1;689.3968457547529;295.13546019808456;678.3570575221084;276.92559434649695
0;7;4;1;674.7223062339854;253.1822735915609;678.3570575221084;276.92559434649695
0;7;5;1;699.0481771551028;290.2741424994011;678.3570575221084;276.92559434649695
0;7;6;2;-88.66600582587569;373.35692966600874;-67.170498602323;391.37045028593224
0;7;7;2;-54.225744842894414;405.12279042297763;-67.170498602323;391.37045028593224
0;7;8;2;-73.5819035074652;402.46067931525107;-67.170498602323;391.37045028593224
0;7;9;3;280.40246146444474;-30.661863576154794;305.0510522580658;-56.31246737534377
0;7;10;3;281.75210611152534;-47.86421079381364;305.0510522580658;-56.31246737534377
0;7;11;3;321.01119894716436;-80.15099366094275;305.0510522580658;-56.31246737534377
0;7;12;4;-180.36530325566505;-67.96267312635992;-154.4307678960368;-90.06163190351806
0;7;13;4;-160.52541127478847;-104.26970589909445;-154.4307678960368;-90.06163190351806
0;7;14;4;-124.1121640370869;-93.22954606081953;-154.4307678960368;-90.06163190351806
0;8;0;0;-142.49413844953844;119.84866653325082;-166.28076287448184;148.38771075082977
0;8;1;0;-154.24539636186392;187.05099036550314;-166.28076287448184;148.38771075082977
0;8;2;1;691.4769862094234;291.5268870631686;715.1373702798354;292.64846283299676
0;8;3;1;723.2957963415708;314.9065016047609;715.1373702798354;292.64846283299676
0;8;4;1;716.2201835079123;272.52841431013144;715.1373702798354;292.64846283299676
0;8;5;1;728.88976035762;315.84816652764664;715.1373702798354;292.64846283299676
0;8;6;2;-97.93632531238919;410.6841402300703;-87.14342065938104;426.02708579058987
0;8;7;2;-57.617333410052076;434.661911930622;-87.14342065938104;426.02708579058987
0;8;8;2;-109.17521731728223;443.89466603817914;-87.14342065938104;426.02708579058987
0;8;9;3;303.4577521246264;-71.73984319654049;327.83989498173133;-89.18599239649177
0;8;10;3;293.283748791148;-78.33475281478368;327.83989498173133;-89.18599239649177
0;8;11;3;343.12533913781914;-113.98792541200221;327.83989498173133;-89.18599239649177
0;8;12;4;-200.09201774765137;-94.89161034913458;-184.61707321383074;-116.3063832123212
0;8;13;4;-208.84580979379672;-137.9105290725786;-184.61707321383074;-116.3063832123212
0;8;14;4;-152.23548145639924;-115.10324811415745;-184.61707321383074;-116.3063832123212
0;9;0;0;-188.8729953229345;127.6402767588622;-205.10080798056524;158.0315739788961
0;9;1;0;-183.8826084250228;193.94616096933547;-205.10080798056524;158.0315739788961
0;9;2;1;731.9676695230729;308.74101661785835;751.9176830375624;308.37133131949656
0;9;3;1;761.6222247791501;330.76870564481226;751.9176830375624;308.37133131949656
0;9;4;1;745.027824422572;288.2018348815014;751.9176830375624;308.37133131949656
0;9;5;1;771.2882897324737;332.0175135671131;751.9176830375624;308.37133131949656
0;9;6;2;-127.71006622996542;452.240493205581;-107.11634271643908;460.6837212952475
0;9;7;2;-95.26954379211595;470.0905774524254;-107.11634271643908;460.6837212952475
0;9;8;2;-111.92849037853404;478.93568997190806;-107.11634271643908;460.6837212952475
0;9;9;3;337.38671446330534;-98.30293144006544;350.6287377053969;-122.05951741763977
0;9;10;3;325.6283118232696;-122.83993788929565;350.6287377053969;-122.05951741763977
0;9;11;3;353.08581146551694;-157.68677168363752;350.6287377053969;-122.05951741763977
0;9;12;4;-236.064628277889;-129.61970186122602;-214.80337853162467;-142.55113452112434
0;9;13;4;-233.94549997850356;-164.1414262985105;-214.80337853162467;-142.55113452112434
0;9;14;4;-186.2201922697032;-153.65229267213647;-214.80337853162467;-142.55113452112434
0;10;0;0;-223.10212954726913;138.89094464435826;-243.92085308664863;167.6754372069624
0;10;1;0;-228.53128122633728;197.7434215874333;-243.92085308664863;167.6754372069624
0;10;2;1;762.4512984601065;329.9081454352326;788.6979957952893;324.09419980599637
0;10;3;1;793.5939534749867;344.23158742980394;788.6979957952893;324.09419980599637
0;10;4;1;787.1024216720369;299.3335065259904;788.6979957952893;324.09419980599637
0;10;5;1;810.8785487667425;346.8682810264211;788.6979957952893;324.09419980599637
0;10;6;2;-142.94479675861783;481.74584633918374;-127.08926477349712;495.3403567999051
0;10;7;2;-111.9088811668123;505.82266237079324;-127.08926477349712;495.3403567999051
0;10;8;2;-141.2209356947734;514.8006216326788;-127.08926477349712;495.3403567999051
0;10;9;3;350.21290343469525;-136.60845948662407;373.4175804290624;-154.93304243878777
0;10;10;3;348.834298326894;-156.8044260826386;373.4175804290624;-154.93304243878777
0;10;11;3;380.4021209269023;-175.36526764533943;373.4175804290624;-154.93304243878777
0;10;12;4;-270.76961899375664;-152.72284517821538;-244.9896838494186;-168.79588582992747
0;10;13;4;-267.08177328448846;-185.02922541106074;-244.9896838494186;-168.79588582992747
0;10;14;4;-219.28373695493818;-174.41727391741037;-244.9896838494186;-168.79588582992747
0;11;0;0;-258.96232421248436;156.0230206793969;-282.74089819273206;177.31930043502874
0;11;1;0;-265.3591446018633;213.77629063661857;-282.74089819273206;177.31930043502874
0;11;2;1;803.2422151896648;341.42637343456425;825.4783085530163;339.8170682924962
0;11;3;1;832.5856132120291;366.4277461184768;825.4783085530163;339.8170682924962
0;11;4;1;810.1342674154014;323.59965627502464;825.4783085530163;339.8170682924962
0;11;5;1;841.7276177669318;365.6776330114307;825.4783085530163;339.8170682924962
0;11;6;2;-161.09972085762922;507.29281165098814;-147.06218683055516;529.9969923045625
0;11;7;2;-126.3741052203727;550.047373052792;-147.06218683055516;529.9969923045625
0;11;8;2;-166.42120816453078;548.9090938440646;-147.06218683055516;529.9969923045625
0;11;9;3;368.72637473676303;-175.5513743185475;396.20642315272795;-187.80656745993576
0;11;10;3;370.18521607988686;-189.16636861919068;396.20642315272795;-187.80656745993576
0;11;11;3;394.6148171423844;-217.03126366555634;396.20642315272795;-187.80656745993576
0;11;12;4;-298.7286302027292;-182.9425879223345;-275.1759891672124;-195.0406371387306
0;11;13;4;-294.75541575368527;-226.11631975090015;-275.1759891672124;-195.0406371387306
0;11;14;4;-245.87630192736006;-202.07011655072918;-275.1759891672124;-195.0406371387306
0;12;0;0;-298.4433971191147;156.26282017804837;-321.56094329881546;186.96316366309506
0;12;1;0;-307.49690385880916;217.01538599007452;-321.56094329881546;186.96316366309506
0;12;2;1;836.3776527599296;372.74875165348607;862.2586213107433;355.539936778996
0;12;3;1;865.0061092018058;374.9477169699219;862.2586213107433;355.539936778996
0;12;4;1;850.2522555299345;325.8252780320727;862.2586213107433;355.539936778996
0;12;5;1;879.922495634443;376.4046861643681;862.2586213107433;355.539936778996
0;12;6;2;-181.97250732421054;549.3804097434808;-167.0351088876132;564.6536278092195
0;12;7;2;-149.45574078256857;576.1750477806899;-167.0351088876132;564.6536278092195
0;12;8;2;-173.61521405580754;575.3415320814693;-167.0351088876132;564.6536278092195
0;12;9;3;398.24520625148745;-211.5996492713773;418.9952658763935;-220.68009248108376
0;12;10;3;391.1539803004435;-218.9543756108382;418.9952658763935;-220.68009248108376
0;12;11;3;433.4776936024721;-236.24919590995302;418.9952658763935;-220.68009248108376
0;12;12;4;-332.4891140314494;-201.15233616344162;-305.36229448500603;-221.28538844753373
0;12;13;4;-317.37083199276645;-239.21547114072845;-305.36229448500603;-221.28538844753373
0;12;14;4;-281.83098123976924;-231.34899671120925;-305.36229448500603;-221.28538844753373
0;13;0;0;-331.5045537226018;178.5601204762297;-360.38098840489886;196.60702689116138
0;13;1;0;-346.1035294784645;222.55950952637465;-360.38098840489886;196.60702689116138
0;13;2;1;879.3610855571382;367.74684105295086;899.0389340684702;371.2628052654958
0;13;3;1;911.6990366757022;409.00175053143363;899.0389340684702;371.2628052654958
0;13;4;1;887.8753175308769;343.6439969002981;899.0389340684702;371.2628052654958
0;13;5;1;918.646261784139;397.79046472520616;899.0389340684702;371.2628052654958
0;13;6;2;-193.2252822133899;585.2829449852901;-187.00803094467125;599.3102633138766
0;13;7;2;-166.42376359643444;618.026794624262;-187.00803094467125;599.3102633138766
0;13;8;2;-194.90126423628442;617.387526265652;-187.00803094467125;599.3102633138766
0;13;9;3;421.98622697374435;-230.67820598368957;441.784108600059;-253.55361750223176
0;13;10;3;424.1068287655743;-247.01420450045694;441.784108600059;-253.55361750223176
0;13;11;3;447.8566215225019;-278.75566672450265;441.784108600059;-253.55361750223176
0;13;12;4;-358.70124169285197;-223.98234937934967;-335.5485998027997;-247.53013975633687
0;13;13;4;-368.22971133796966;-272.2489186416632;-335.5485998027997;-247.53013975633687
0;13;14;4;-313.896591375893;-247.28790809394374;-335.5485998027997;-247.53013975633687
0;14;0;0;-379.3568848353357;177.48121432110656;-399.20103351098226;206.2508901192277
0;14;1;0;-389.1963451450655;234.47817008978163;-399.20103351098226;206.2508901192277
0;14;2;1;912.5261694897263;385.3255170816368;935.8192468261972;386.9856737519956
0;14;3;1;937.8762676428689;409.84121552726253;935.8192468261972;386.9856737519956
0;14;4;1;927.3980603430555;355.0833677343744;935.8192468261972;386.9856737519956
0;14;5;1;952.5066137129841;403.70358056853854;935.8192468261972;386.9856737519956
0;14;6;2;-214.5009058203974;618.2649310449589;-206.9809530017293;633.9668988185337
0;14;7;2;-190.69688863196436;644.6333997417829;-206.9809530017293;633.9668988185337
0;14;8;2;-222.65550590025865;645.3479311809291;-206.9809530017293;633.9668988185337
0;14;9;3;440.3994183079689;-271.19336163874425;464.57295132372457;-286.42714252337976
0;14;10;3;427.75128097656494;-286.5761000762603;464.57295132372457;-286.42714252337976
0;14;11;3;479.3525881839905;-305.8693143377348;464.57295132372457;-286.42714252337976
0;14;12;4;-387.1916336274218;-248.21598251208894;-365.73490512059334;-273.7748910651402
0;14;13;4;-383.6375430982133;-303.2466913303836;-365.73490512059334;-273.7748910651402
0;14;14;4;-330.16389484077627;-285.19398579432533;-365.73490512059334;-273.7748910651402
0;15;0;0;-416.24994069122965;188.28535920318106;-438.02107861706565;215.89475334729403
0;15;1;0;-426.80497728211185;246.94602617243092;-438.02107861706565;215.89475334729403
0;15;2;1;946.5148155236903;408.94875559666553;972.5995595839241;402.7085422384954
0;15;3;1;975.7674947434456;424.48749586728525;972.5995595839241;402.7085422384954
0;15;4;1;962.9908683763574;382.67507983218206;972.5995595839241;402.7085422384954
0;15;5;1;999.4620389192276;431.0060109143799;972.5995595839241;402.7085422384954
0;15;6;2;-245.62931974395917;664.0919831635206;-226.95387505878733;668.6235343231907
0;15;7;2;-209.85328796223283;679.756584361143;-226.95387505878733;668.6235343231907
0;15;8;2;-244.32398407452217;682.7110242767021;-226.95387505878733;668.6235343231907
0;15;9;3;459.41208056508276;-300.7346263851853;487.3617940473901;-319.30066754452776
0;15;10;3;460.11264035841026;-314.1378757484787;487.3617940473901;-319.30066754452776
0;15;11;3;496.2940224974184;-343.7014812097929;487.3617940473901;-319.30066754452776
0;15;12;4;-421.2718473516417;-276.4173145112266;-395.921210438387;-300.0196423739436
0;15;13;4;-410.1087418423501;-322.2678541617387;-395.921210438387;-300.0196423739436
0;15;14;4;-362.8385966739675;-305.9341501820618;-395.921210438387;-300.0196423739436
0;16;0;0;-463.576743755504;198.27634075427991;-476.84112372314905;225.53861657536035
0;16;1;0;-445.740696638912;251.75171060495302;-476.84112372314905;225.53861657536035
0;16;2;1;991.9667561915123;418.8561239505689;1009.3798723416511;418.4314107249952
0;16;3;1;1012.7175768087994;444.00496956405914;1009.3798723416511;418.4314107249952
0;16;4;1;999.0998609582394;391.6131749715006;1009.3798723416511;418.4314107249952
0;16;5;1;1027.6664950314303;429.2953424879594;1009.3798723416511;418.4314107249952
0;16;6;2;-255.26739357234746;686.1628206885655;-246.92679711584537;703.2801698278478
0;16;7;2;-227.84589296726173;711.4994522812485;-246.92679711584537;703.2801698278478
0;16;8;2;-265.8651636243725;718.75302998308;-246.92679711584537;703.2801698278478
0;16;9;3;490.0459607562667;-333.791556131862;510.15063677105564;-352.17419256567575
0;16;10;3;478.76368931552605;-355.1600420414518;510.15063677105564;-352.17419256567575
0;16;11;3;524.4474250981827;-369.60982778128647;510.15063677105564;-352.17419256567575
0;16;12;4;-439.35036599086493;-309.20559289696627;-426.10751575618065;-326.264393682747
0;16;13;4;-438.3489114214425;-348.99325368443596;-426.10751575618065;-326.264393682747
0;16;14;4;-400.6780466266002;-332.5301600916565;-426.10751575618065;-326.264393682747
0;17;0;0;-496.9031344229785;219.2225170663759;-515.6611688292325;235.18247980342667
0;17;1;0;-502.4287264461403;268.82212993988975;-515.6611688292325;235.18247980342667
0;17;2;1;1018.8242749219755;435.6938302790923;1046.1601850993789;434.154279211495
0;17;3;1;1054.9617122235413;457.09085976197036;1046.1601850993789;434.154279211495
0;17;4;1;1034.424242763157;413.287501394201;1046.1601850993789;434.154279211495
0;17;5;1;1069.1854371112051;461.12270972598964;1046.1601850993789;434.154279211495
0;17;6;2;-279.76983059996525;720.0781341700385;-266.8997191729036;737.9368053325048
0;17;7;2;-247.15814713684756;746.4246116845388;-266.8997191729036;737.9368053325048
0;17;8;2;-283.6813098403372;746.2847900660497;-266.8997191729036;737.9368053325048
0;17;9;3;510.5203857999426;-373.91374643774344;532.9394794947211;-385.04771758682375
0;17;10;3;511.02882211524104;-380.11964172691006;532.9394794947211;-385.04771758682375
0;17;11;3;547.8094858774081;-401.03196685914946;532.9394794947211;-385.04771758682375
0;17;12;4;-483.3900405016537;-329.90637980662814;-456.2938210739743;-352.50914499155044
0;17;13;4;-477.55076701070965;-381.514375446426;-456.2938210739743;-352.50914499155044
0;17;14;4;-427.9539581511019;-359.0214934583354;-456.2938210739743;-352.50914499155044
0;18;0;0;-526.860320363541;216.7772312351293;-554.4812139353158;244.826343031493
0;18;1;0;-539.7512614368762;273.82121645810184;-554.4812139353158;244.826343031493
0;18;2;1;1053.625921295619;444.0559927354089;1082.940497857107;449.8771476979948
0;18;3;1;1088.199784487931;481.89057433324723;1082.940497857107;449.8771476979948
0;18;4;1;1078.5280628169717;420.1118368537603;1082.940497857107;449.8771476979948
0;18;5;1;1098.0474062538158;462.05222977912973;1082.940497857107;449.8771476979948
0;18;6;2;-296.659327388115;749.4888662507419;-286.8726412299619;772.5934408371619
0;18;7;2;-265.2720708246018;789.4293920715477;-286.8726412299619;772.5934408371619
0;18;8;2;-297.86886052478854;794.2405002776311;-286.8726412299619;772.5934408371619
0;18;9;3;529.4415254835124;-402.0243276724581;555.7283222183867;-417.92124260797175
0;18;10;3;524.8170669827646;-416.49207052217696;555.7283222183867;-417.92124260797175
0;18;11;3;568.1638945306112;-442.48688615843434;555.7283222183867;-417.92124260797175
0;18;12;4;-516.3594123155447;-359.92889866381915;-486.48012639176795;-378.75389630035386
0;18;13;4;-511.41816221189873;-402.8846169803342;-486.48012639176795;-378.75389630035386
0;18;14;4;-458.9135397005697;-383.32355387626654;-486.48012639176795;-378.75389630035386
0;19;0;0;-572.6521210723872;233.04795514118823;-593.3012590413992;254.47020625955932
0;19;1;0;-573.415912815826;288.6342820072769;-593.3012590413992;254.47020625955932
0;19;2;1;1097.6754067667625;462.3251108870128;1119.720810614835;465.6000161844946
0;19;3;1;1132.2004976573526;480.2981232960558;1119.720810614835;465.6000161844946
0;19;4;1;1113.7629189017525;439.58484494708944;1119.720810614835;465.6000161844946
0;19;5;1;1140.0374550449462;483.5382651526491;1119.720810614835;465.6000161844946
0;19;6;2;-318.18716427906793;796.037515237663;-306.84556328702024;807.250076341819
0;19;7;2;-282.2360364477042;816.8465015154851;-306.84556328702024;807.250076341819
0;19;8;2;-324.67682500038563;822.7583478500356;-306.84556328702024;807.250076341819
0;19;9;3;553.1156372157345;-439.59781525045383;578.5171649420522;-450.79476762911975
0;19;10;3;547.3450578640158;-446.2997750221487;578.5171649420522;-450.79476762911975
0;19;11;3;592.1739248062388;-483.83543906958386;578.5171649420522;-450.79476762911975
0;19;12;4;-534.8373334995775;-386.26368092869166;-516.6664317095617;-404.9986476091573
0;19;13;4;-537.1335045838634;-429.02316514797656;-516.6664317095617;-404.9986476091573
0;19;14;4;-494.7168002876858;-410.5554929531728;-516.6664317095617;-404.9986476091573
1;0;0;0;406.04739914868907;263.6113799557799;379.81256239393633;287.89519653262835
1;0;1;0;398.2501836055299;320.50408610959727;379.81256239393633;287.89519653262835
1;0;2;1;89.70570372585854;338.38848279828517;119.6275347155102;342.8989220747934
1;0;3;1;122.8852907568687;368.58760942694744;119.6275347155102;342.8989220747934
1;0;4;1;115.01935389320467;319.6068341343636;119.6275347155102;342.8989220747934
1;0;5;1;141.70270910014443;362.11065690862273;119.6275347155102;342.8989220747934
1;0;6;2;251.03533700283626;331.07923583661375;258.46295510055467;347.0832291430396
1;0;7;2;274.8090380316416;351.99133621753464;258.46295510055467;347.0832291430396
1;0;8;2;244.57207327692603;354.1830616577219;258.46295510055467;347.0832291430396
1;0;9;3;255.06098757943403;129.06480897120542;282.75376445765147;110.27039929990896
1;0;10;3;256.13050409681927;116.89168704570885;282.75376445765147;110.27039929990896
1;0;11;3;293.69389562830133;90.01414955511137;282.75376445765147;110.27039929990896
1;0;12;4;416.46893950603544;395.31436696734914;436.9388421079037;374.0945348733014
1;0;13;4;410.7694825435656;350.1165890561744;436.9388421079037;374.0945348733014
1;0;14;4;462.3161923089376;362.01196148005994;436.9388421079037;374.0945348733014
1;1;0;0;383.2773902006708;300.28114828856764;362.59152729489347;323.99832590000506
1;1;1;0;379.11341953384846;353.0068928407147;362.59152729489347;323.99832590000506
1;1;2;1;115.85808841371403;311.96379964634053;145.73008123138607;312.58956600465353
1;1;3;1;155.07012555183903;332.8529138976961;145.73008123138607;312.58956600465353
1;1;4;1;137.4019544165962;284.08917255421136;145.73008123138607;312.58956600465353
1;1;5;1;164.67574585277043;331.59911585521223;145.73008123138607;312.58956600465353
1;1;6;2;253.49294817562867;367.2248096391976;273.72332916017155;384.05782831004285
1;1;7;2;300.89001370437603;392.2756136995677;273.72332916017155;384.05782831004285
1;1;8;2;252.15304970340014;393.23973919993574;273.72332916017155;384.05782831004285
1;1;9;3;231.27107225479728;128.99579071493451;243.55822217999702;118.25222024256423
1;1;10;3;223.13556031077832;123.27665912378757;243.55822217999702;118.25222024256423
1;1;11;3;245.83362970207813;92.08450729497847;243.55822217999702;118.25222024256423
1;1;12;4;456.3934552234765;403.8288765908294;475.4638780392662;384.85657959014065
1;1;13;4;459.66178169519526;356.2662488678761;475.4638780392662;384.85657959014065
1;1;14;4;502.06444957157237;371.96667098530105;475.4638780392662;384.85657959014065
1;2;0;0;365.17392593053216;327.69983091329595;345.3704921958506;360.10145526738177
1;2;1;0;353.4710914873023;386.125739554319;345.3704921958506;360.10145526738177
1;2;2;1;146.42120195991285;267.8325709841216;171.83262774726188;282.28020993451366
1;2;3;1;182.04279729017614;305.01547698604423;171.83262774726188;282.28020993451366
1;2;4;1;167.48856702003184;263.5868995272722;171.83262774726188;282.28020993451366
1;2;5;1;177.13735390903335;309.8448759668808;171.83262774726188;282.28020993451366
1;2;6;2;279.62920749000256;408.4745719639595;288.9837032197884;421.0324274770461
1;2;7;2;302.9118092255184;433.20701715248634;288.9837032197884;421.0324274770461
